Year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote,st_x,Atkin05,Gini,RMeanDev,Theil,st_y,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj,median_income,unempolyment_state,cur_dol_gdp_change,state_population,democratic_percentage
1998,Pennsylvania,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,,39,0.277737885713577,0.571593105792999,0.810958385467529,0.790994942188263,39,43.5403747558594,32.2173500061035,17.2720928192139,13.2025508880615,7.67948722839355,3.19224858283997,39015.0,4.0,4.8,12245672.0,0.25
1998,Utah,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,,45,0.264560699462891,0.562326192855835,0.796412944793701,0.730305433273315,45,39.2454833984375,28.8160972595215,15.2648506164551,11.4211692810059,6.64427089691162,2.70738458633423,44299.0,3.0,8.0,2165960.0,0.25
1998,Vermont,5.25,8.33,5.15,8.17,5.25,8.33,163.0,5.25(e),5.25,8.33,5.25,8.33,(e),46,0.254332274198532,0.56129378080368,0.793713569641113,0.676243841648102,46,41.906867980957,30.374662399292,15.3566913604736,10.9865007400513,5.9300856590271,2.17181277275085,39372.0,3.0,4.1,600416.0,0.14285714285714285
1998,Washington,4.9,7.78,5.15,8.17,5.15,8.17,163.0,4.9,4.9,7.78,4.9,7.78,,48,0.294980406761169,0.587202548980713,0.822267234325409,0.951229989528656,48,47.0645751953125,36.1755332946777,21.9821357727051,18.2892551422119,11.5045032501221,5.49278593063354,47421.0,4.0,8.2,5769562.0,0.5
1998,Wisconsin,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,,50,0.256759136915207,0.547994136810303,0.774842917919159,0.717265486717224,50,40.0087852478027,29.4675197601318,15.982349395752,12.050989151001,7.03625059127808,2.96299362182617,41327.0,3.0,6.0,5297672.0,0.16666666666666666
2000,Arizona,0.0,0.0,5.15,7.74,5.15,7.74,172.2,...,0.0,0.0,0.0,0.0,,3,0.270866274833679,0.576278984546661,0.816315054893494,0.798055231571198,3,45.487174987793,33.8040313720703,18.3229808807373,13.9449834823608,8.40118598937988,3.52075481414795,39783.0,4.0,6.0,5160586.0,0.0
2000,California,5.75,8.64,5.15,7.74,5.75,8.64,172.2,5.75,5.75,8.64,5.75,8.64,,5,0.358754187822342,0.654662013053894,0.935934543609619,1.26199769973755,5,55.1848564147949,44.3967361450195,28.9101371765137,23.5810508728027,15.9705657958984,8.25598621368408,46816.0,4.0,9.5,33987977.0,0.14285714285714285
2000,Connecticut,6.15,9.24,5.15,7.74,6.15,9.24,172.2,6.15,6.15,9.24,6.15,9.24,,7,0.379916161298752,0.655693233013153,0.939162254333496,1.32581579685211,7,58.5980834960938,48.7081413269043,32.7155876159668,25.8810501098633,16.6005058288574,8.10306835174561,50172.0,2.0,8.8,3411777.0,0.25
2000,Delaware,5.65,8.49,5.15,7.74,5.65,8.49,172.2,5.65,5.65,8.49,5.65,8.49,,8,0.274480819702148,0.562413811683655,0.802875339984894,0.803552210330963,8,43.9791412353516,32.4227142333984,17.9433403015137,14.1150398254395,8.71945953369141,3.89626955986023,50365.0,3.0,7.6,786373.0,0.2
2000,Florida,0.0,0.0,5.15,7.74,5.15,7.74,172.2,...,0.0,0.0,0.0,0.0,,10,0.325165808200836,0.627933740615845,0.895324885845184,1.07772445678711,10,53.1428489685059,41.8113670349121,25.440502166748,20.7050533294678,12.8216066360474,5.95074701309204,38856.0,3.0,6.9,16047515.0,0.125
2000,Georgia,3.25,4.88,5.15,7.74,5.15,7.74,172.2,3.25(d),3.25,4.88,3.25,4.88,(d),11,0.28795924782753,0.587977647781372,0.840357840061188,0.837447643280029,11,44.3500595092773,33.1228485107422,17.8035583496094,13.7682447433472,7.88287591934204,3.16849637031555,41901.0,3.0,5.7,8227303.0,0.16666666666666666
2000,Hawaii,5.25,7.89,5.15,7.74,5.25,7.89,172.2,5.25,5.25,7.89,5.25,7.89,,12,0.248619884252548,0.56360787153244,0.796619296073914,0.658048212528229,12,37.0773811340332,26.3066749572754,13.1959552764893,9.33004283905029,5.52054929733276,2.32877779006958,51546.0,4.0,5.8,1213519.0,0.2
2000,Indiana,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15(e),5.15,7.74,5.15,7.74,(e),15,0.251424819231033,0.550101459026337,0.779632568359375,0.662255346775055,15,38.7057189941406,27.8953762054443,14.4392414093018,10.2868585586548,5.81838750839233,2.2352352142334,40865.0,3.0,5.5,6091866.0,0.3333333333333333
2000,Maine,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,,20,0.259330749511719,0.552585422992706,0.783397555351257,0.740767657756805,20,43.0695114135742,31.9974250793457,17.1608448028564,12.4825620651245,7.72916269302368,3.49189138412476,37266.0,3.0,7.2,1277072.0,0.5
2000,Maryland,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,,21,0.283493995666504,0.575559914112091,0.817020297050476,0.833580493927002,21,43.7710456848145,32.8847045898438,17.9319171905518,14.4568004608154,8.73302459716797,3.94735646247864,54535.0,3.0,6.6,5311034.0,0.25
2000,Massachusetts,6.0,9.01,5.15,7.74,6.0,9.01,172.2,6,6.0,9.01,6.0,9.01,,22,0.360962927341461,0.637267768383026,0.912906050682068,1.26303780078888,22,58.9280204772949,48.2028770446777,31.8972511291504,25.5314846038818,17.2636108398438,8.90343952178955,46753.0,2.0,9.2,6361104.0,0.1111111111111111
2000,Michigan,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15(e),5.15,7.74,5.15,7.74,(e),23,0.266775727272034,0.562266767024994,0.802434682846069,0.717274487018585,23,42.2300643920898,30.1702289581299,15.529070854187,11.5687446594238,6.82681655883789,2.76412272453308,45512.0,3.0,4.1,9952450.0,0.14285714285714285
2000,Minnesota,4.9,7.36,5.15,7.74,5.15,7.74,172.2,4.90 - 5.15(g),4.9,7.36,5.15,7.74,(g),24,0.279406368732452,0.568556487560272,0.804026067256927,0.810849130153656,24,41.9955978393555,31.4761390686035,17.3256130218506,13.7758293151855,8.00669384002686,3.38072443008423,54251.0,3.0,9.0,4933692.0,0.125
2000,Mississippi,0.0,0.0,5.15,7.74,5.15,7.74,172.2,...,0.0,0.0,0.0,0.0,,25,0.248741492629051,0.557051479816437,0.794810235500336,0.671514511108398,25,39.7945365905762,28.7869491577148,15.1439371109009,10.4144201278687,5.69734144210815,2.31329584121704,34299.0,5.0,2.8,2848353.0,0.2
2000,Missouri,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,,26,0.271634727716446,0.570598185062408,0.809938907623291,0.779232323169708,26,41.8713989257813,30.9597778320313,16.8764038085938,12.5610189437866,7.72297763824463,3.37446141242981,45097.0,3.0,5.1,5607285.0,0.14285714285714285
2000,Montana,4.0,6.01,5.15,7.74,5.15,7.74,172.2,4.00 - 5.15(g),4.0,6.01,5.15,7.74,(g),27,0.259156256914139,0.5869260430336,0.824587106704712,0.687187612056732,27,40.1455955505371,29.2849807739258,15.2197952270508,10.3336610794067,5.73207330703735,2.35984206199646,32777.0,5.0,5.1,903773.0,0.3333333333333333
2000,Nebraska,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15[c],5.15,7.74,5.15,7.74,[c],28,0.274295687675476,0.582527875900269,0.817409098148346,0.820029377937317,28,39.2478218078613,29.4168758392334,16.8014259338379,12.8211803436279,8.50416564941406,4.18192195892334,41750.0,2.0,5.3,1713820.0,0.3333333333333333
2000,Nevada,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,,29,0.326797127723694,0.620887398719788,0.870780050754547,1.20136332511902,29,51.4084434509277,41.7488288879395,28.5646686553955,23.9414443969727,16.5478172302246,8.9538631439209,45758.0,4.0,7.3,2018741.0,0.1111111111111111
2000,Ohio,2.8,4.21,5.15,7.74,5.15,7.74,172.2,2.80 - 4.25(g),2.8,4.21,4.25,6.38,(g),36,0.247413232922554,0.541358947753906,0.764305591583252,0.658115983009338,36,38.7397651672363,28.216646194458,14.301833152771,10.211859703064,5.7114315032959,2.12950754165649,42962.0,4.0,4.1,11363543.0,0.2
2000,Pennsylvania,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,,39,0.285121947526932,0.579463124275208,0.819043040275574,0.825526654720306,39,44.4967651367188,33.2253456115723,18.0891647338867,13.8577833175659,8.48470306396484,3.71283793449402,42176.0,4.0,4.5,12284173.0,0.2
2000,Tennessee,0.0,0.0,5.15,7.74,5.15,7.74,172.2,...,0.0,0.0,0.0,0.0,,43,0.269223809242249,0.571156144142151,0.810942769050598,0.774129927158356,43,42.0684471130371,31.2873058319092,16.8458251953125,12.3734512329102,7.43785238265991,3.12924909591675,34096.0,3.0,3.4,5703719.0,0.125
2000,Texas,3.35,5.03,5.15,7.74,5.15,7.74,172.2,3.35,3.35,5.03,3.35,5.03,,44,0.314741790294647,0.617575526237488,0.882685303688049,0.989275097846985,44,45.0860748291016,34.5292778015137,20.0879592895508,16.1539535522461,10.0611896514893,4.64330720901489,38609.0,4.0,8.6,20944499.0,0.25
2000,Utah,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,,45,0.272312641143799,0.573659360408783,0.806679964065552,0.788878083229065,45,40.3454360961914,30.060546875,16.6686859130859,12.6356258392334,8.02077293395996,3.62163591384888,47550.0,3.0,6.6,2244502.0,0.25
2000,Vermont,5.75,8.64,5.15,7.74,5.75,8.64,172.2,5.75(e),5.75,8.64,5.75,8.64,(e),46,0.263019055128098,0.563124895095825,0.797941029071808,0.719035863876343,46,42.7378082275391,31.3167610168457,16.0016956329346,11.6550025939941,6.85413360595703,2.70328593254089,39594.0,2.0,6.7,609618.0,0.125
2000,Virginia,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15[c],5.15,7.74,5.15,7.74,[c],47,0.277797996997833,0.576738476753235,0.82278448343277,0.790113985538483,47,43.2290687561035,31.8208122253418,16.5117168426514,12.9972677230835,7.77644157409668,3.3846743106842,47163.0,2.0,7.4,7105817.0,0.3333333333333333
2000,Washington,6.5,9.76,5.15,7.74,6.5,9.76,172.2,6.5,6.5,9.76,6.5,9.76,,48,0.311864346265793,0.601327419281006,0.842787206172943,1.04378664493561,48,49.7572631835938,39.0420150756836,24.6755695343018,20.4594554901123,13.4358501434326,6.70862674713135,42525.0,5.0,3.4,5910512.0,0.3333333333333333
2000,Wisconsin,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,,50,0.258713990449905,0.549108743667603,0.773389458656311,0.718540787696838,50,39.9733467102051,29.4076080322266,15.8326196670532,11.8555345535278,7.13321495056152,2.9936375617981,45088.0,3.0,4.8,5373999.0,0.16666666666666666
