Year,st,State,Atkin05,Gini,RMeanDev,Theil
1917,0,United States,0.255703449249268,0.507680594921112,0.792800307273865,0.844601392745972
1917,1,Alabama,0.156438603997231,0.399791866540909,0.608259499073029,0.446907877922058
1917,3,Arizona,0.159122243523598,0.399657934904099,0.617671430110931,0.450124531984329
1917,4,Arkansas,0.127597525715828,0.376482784748077,0.561483144760132,0.324998170137405
1917,5,California,0.192735284566879,0.449362546205521,0.687848687171936,0.553005635738373
1917,6,Colorado,0.19304983317852,0.438901245594025,0.666753888130188,0.585714995861053
1917,7,Connecticut,0.263607621192932,0.531547009944916,0.833296000957489,0.799220561981201
1917,8,Delaware,0.507853448390961,0.727728068828583,1.20808076858521,2.00154900550842
1917,9,District of Columbia,0.224560737609863,0.482478231191635,0.748955190181732,0.667799830436707
1917,10,Florida,0.153933480381966,0.397961586713791,0.597755193710327,0.441035032272339
1917,11,Georgia,0.144558519124985,0.388794898986816,0.575998961925507,0.405356973409653
1917,13,Idaho,0.120770201086998,0.346104949712753,0.513644993305206,0.337440073490143
1917,14,Illinois,0.237833052873611,0.487053215503693,0.758028864860535,0.766210317611694
1917,15,Indiana,0.150683686137199,0.383764028549194,0.58257645368576,0.427314341068268
1917,16,Iowa,0.0892280116677284,0.300658851861954,0.437034547328949,0.231292754411697
1917,17,Kansas,0.136659219861031,0.366322576999664,0.545994758605957,0.384510070085526
1917,18,Kentucky,0.168450683355331,0.422666013240814,0.640561699867249,0.460668712854385
1917,19,Louisiana,0.196825563907623,0.466088861227036,0.714991271495819,0.536072134971619
1917,20,Maine,0.214442670345306,0.48396509885788,0.744482755661011,0.602324724197388
1917,21,Maryland,0.234988033771515,0.505585670471191,0.773020207881927,0.695007026195526
1917,22,Massachusetts,0.302884042263031,0.58038866519928,0.919436514377594,0.896191239356995
1917,23,Michigan,0.23695071041584,0.489041417837143,0.764293074607849,0.756869494915009
1917,24,Minnesota,0.20537480711937,0.445720136165619,0.692749679088593,0.622442841529846
1917,25,Mississippi,0.169017866253853,0.436748474836349,0.658898293972015,0.441433489322662
1917,26,Missouri,0.21258570253849,0.469010770320892,0.724026501178741,0.631586670875549
1917,27,Montana,0.123602151870728,0.354874610900879,0.530999481678009,0.33956104516983
1917,28,Nebraska,0.0951119810342789,0.305532991886139,0.445068359375,0.258293271064758
1917,29,Nevada,0.0947677791118622,0.315273970365524,0.471728891134262,0.237901151180267
1917,30,New Hampshire,0.214604422450066,0.484032839536667,0.744521141052246,0.601353168487549
1917,31,New Jersey,0.251869469881058,0.512200653553009,0.798236012458801,0.784140646457672
1917,32,New Mexico,0.169685557484627,0.418918609619141,0.640919029712677,0.474554747343063
1917,33,New York,0.370166182518005,0.629399716854095,1.00597977638245,1.30163788795471
1917,34,North Carolina,0.182177379727364,0.430408477783203,0.651907801628113,0.540651440620422
1917,35,North Dakota,0.0741261169314384,0.276947259902954,0.402530580759048,0.184662342071533
1917,36,Ohio,0.262368559837341,0.518598914146423,0.814432501792908,0.851416528224945
1917,37,Oklahoma,0.179149687290192,0.418078631162643,0.632610142230988,0.555379629135132
1917,38,Oregon,0.176820755004883,0.425189465284348,0.644724130630493,0.531020700931549
1917,39,Pennsylvania,0.29747673869133,0.559789478778839,0.884681880474091,0.953695893287659
1917,40,Rhode Island,0.346867740154266,0.60652893781662,0.966953098773956,1.16214978694916
1917,41,South Carolina,0.1311364620924,0.368056833744049,0.547167778015137,0.370361715555191
1917,42,South Dakota,0.0546139813959599,0.240189656615257,0.346259981393814,0.132088869810104
1917,43,Tennessee,0.157808557152748,0.416278570890427,0.635701239109039,0.412699073553085
1917,44,Texas,0.170945167541504,0.415792107582092,0.631979882717133,0.512545466423035
1917,45,Utah,0.1733138859272,0.422347098588943,0.643259108066559,0.49434095621109
1917,46,Vermont,0.25323548913002,0.51002711057663,0.791752576828003,0.805822849273682
1917,47,Virginia,0.178645223379135,0.435853481292725,0.665588319301605,0.501116394996643
1917,48,Washington,0.1563590914011,0.397824198007584,0.601000785827637,0.448433458805084
1917,49,West Virginia,0.219670206308365,0.482665240764618,0.749864816665649,0.628844678401947
1917,50,Wisconsin,0.188750356435776,0.44168496131897,0.683663964271545,0.534979999065399
1917,51,Wyoming,0.167739823460579,0.428996443748474,0.658268570899963,0.443599700927734
1918,0,United States,0.190681174397469,0.441236972808838,0.642700254917145,0.591651380062103
1918,1,Alabama,0.113453261554241,0.346332013607025,0.493133395910263,0.295757323503494
1918,3,Arizona,0.127538815140724,0.356613397598267,0.515749156475067,0.360247761011124
1918,4,Arkansas,0.124979503452778,0.377164006233215,0.550885617733002,0.311321914196014
1918,5,California,0.163000658154488,0.417195320129395,0.599571645259857,0.451883345842361
1918,6,Colorado,0.11640664935112,0.339824199676514,0.480958729982376,0.329692900180817
1918,7,Connecticut,0.202748507261276,0.460177004337311,0.674198389053345,0.599391400814056
1918,8,Delaware,0.32929465174675,0.569236516952515,0.892880201339722,1.22827804088593
1918,9,District of Columbia,0.186416834592819,0.438614785671234,0.645635306835175,0.5457763671875
1918,10,Florida,0.132320389151573,0.382938742637634,0.563922226428986,0.335379064083099
1918,11,Georgia,0.142185106873512,0.392978072166443,0.56830108165741,0.375054866075516
1918,13,Idaho,0.0800352394580841,0.303747653961182,0.427293211221695,0.189464598894119
1918,14,Illinois,0.190061300992966,0.4476038813591,0.652851164340973,0.564895451068878
1918,15,Indiana,0.107003517448902,0.330549478530884,0.466694474220276,0.285323083400726
1918,16,Iowa,0.0804512873291969,0.300823569297791,0.416966050863266,0.189591974020004
1918,17,Kansas,0.0952303409576416,0.324391186237335,0.454328894615173,0.234710544347763
1918,18,Kentucky,0.152336075901985,0.405143052339554,0.595336019992828,0.410131007432938
1918,19,Louisiana,0.192929983139038,0.466577291488647,0.682642877101898,0.518742144107819
1918,20,Maine,0.1621153652668,0.413119584321976,0.598116934299469,0.454985797405243
1918,21,Maryland,0.17693130671978,0.422967910766602,0.612867593765259,0.528574764728546
1918,22,Massachusetts,0.243642807006836,0.502454996109009,0.75576388835907,0.754343807697296
1918,23,Michigan,0.178883716464043,0.427059799432755,0.620899677276611,0.543345808982849
1918,24,Minnesota,0.147551655769348,0.380131602287292,0.539054274559021,0.436618745326996
1918,25,Mississippi,0.127987176179886,0.377701073884964,0.53436803817749,0.323912769556046
1918,26,Missouri,0.163772493600845,0.420136898756027,0.608521819114685,0.44623589515686
1918,27,Montana,0.100790359079838,0.317430645227432,0.441033124923706,0.284707009792328
1918,28,Nebraska,0.0827963799238205,0.305358350276947,0.431472152471542,0.199658751487732
1918,29,Nevada,0.0689855888485909,0.28269949555397,0.387454062700272,0.158501699566841
1918,30,New Hampshire,0.172192066907883,0.425213128328323,0.621933162212372,0.484567910432816
1918,31,New Jersey,0.18564410507679,0.433433711528778,0.635136246681213,0.558742821216583
1918,32,New Mexico,0.0823308303952217,0.288400590419769,0.403051435947418,0.216630056500435
1918,33,New York,0.296285152435303,0.55767548084259,0.852337419986725,1.00240564346313
1918,34,North Carolina,0.174672365188599,0.423415780067444,0.633444488048553,0.508900046348572
1918,35,North Dakota,0.0711398497223854,0.287734866142273,0.409392952919006,0.162328824400902
1918,36,Ohio,0.168152391910553,0.406634896993637,0.586528837680817,0.509538650512695
1918,37,Oklahoma,0.126788258552551,0.364856600761414,0.51670515537262,0.344660252332687
1918,38,Oregon,0.148613527417183,0.392495483160019,0.564076721668243,0.429636776447296
1918,39,Pennsylvania,0.203448921442032,0.445582687854767,0.648557245731354,0.656708836555481
1918,40,Rhode Island,0.273646503686905,0.529801964759827,0.807262599468231,0.899961352348328
1918,41,South Carolina,0.109056077897549,0.34995225071907,0.506386041641235,0.269664525985718
1918,42,South Dakota,0.0617163218557835,0.270468711853027,0.382220089435577,0.137449324131012
1918,43,Tennessee,0.147468537092209,0.397225022315979,0.580841422080994,0.394290924072266
1918,44,Texas,0.159519851207733,0.411279231309891,0.606764197349548,0.445716857910156
1918,45,Utah,0.104445472359657,0.340239882469177,0.485447555780411,0.2609823346138
1918,46,Vermont,0.181607380509377,0.439484268426895,0.634423136711121,0.513802349567413
1918,47,Virginia,0.139527007937431,0.384198039770126,0.556564569473267,0.378241986036301
1918,48,Washington,0.109954722225666,0.336607664823532,0.478827655315399,0.302004873752594
1918,49,West Virginia,0.121434807777405,0.353016674518585,0.496505290269852,0.33392658829689
1918,50,Wisconsin,0.146935373544693,0.391591191291809,0.561230063438416,0.403864562511444
1918,51,Wyoming,0.160052463412285,0.428132176399231,0.637498795986176,0.411333709955215
1919,0,United States,0.196556642651558,0.455600678920746,0.66359144449234,0.595403432846069
1919,1,Alabama,0.138497322797775,0.389156550168991,0.563508629798889,0.361646354198456
1919,3,Arizona,0.112895511090755,0.347709238529205,0.503429472446442,0.295835703611374
1919,4,Arkansas,0.121003419160843,0.367663681507111,0.535085558891296,0.304370254278183
1919,5,California,0.172937154769897,0.437413841485977,0.633459031581879,0.473725616931915
1919,6,Colorado,0.141524150967598,0.391209453344345,0.561981081962585,0.382859647274017
1919,7,Connecticut,0.198341235518456,0.460417479276657,0.680885434150696,0.571285665035248
1919,8,Delaware,0.307972937822342,0.552928030490875,0.852542638778687,1.1138768196106
1919,9,District of Columbia,0.188704431056976,0.45005851984024,0.657024085521698,0.545540630817413
1919,10,Florida,0.146366134285927,0.400290369987488,0.572597324848175,0.396077930927277
1919,11,Georgia,0.144250929355621,0.396407425403595,0.571386516094208,0.381119251251221
1919,13,Idaho,0.0886857137084007,0.322077006101608,0.453490763902664,0.209074631333351
1919,14,Illinois,0.181069627404213,0.439445495605469,0.628035664558411,0.527614176273346
1919,15,Indiana,0.122142933309078,0.359885096549988,0.510522246360779,0.324337720870972
1919,16,Iowa,0.0907889977097511,0.320842623710632,0.440827310085297,0.212939605116844
1919,17,Kansas,0.106208428740501,0.337450116872787,0.468750715255737,0.279208064079285
1919,18,Kentucky,0.125863671302795,0.374120116233826,0.536223351955414,0.321484535932541
1919,19,Louisiana,0.217260554432869,0.492409110069275,0.734610438346863,0.607506930828094
1919,20,Maine,0.15081088244915,0.404019713401794,0.578756213188171,0.419300675392151
1919,21,Maryland,0.192930594086647,0.452828675508499,0.66083687543869,0.564158380031586
1919,22,Massachusetts,0.236703187227249,0.498118489980698,0.741362810134888,0.722085416316986
1919,23,Michigan,0.214148640632629,0.456963956356049,0.659851133823395,0.829686284065247
1919,24,Minnesota,0.156817376613617,0.406322211027145,0.582714200019836,0.445564359426498
1919,25,Mississippi,0.171541422605515,0.44083434343338,0.645241916179657,0.448760509490967
1919,26,Missouri,0.175057783722878,0.440644234418869,0.640439450740814,0.473327040672302
1919,27,Montana,0.0891884490847588,0.309132665395737,0.426506847143173,0.2349514067173
1919,28,Nebraska,0.113880656659603,0.36109271645546,0.514872193336487,0.283486872911453
1919,29,Nevada,0.0854572802782059,0.309953570365906,0.438471257686615,0.213928624987602
1919,30,New Hampshire,0.149063557386398,0.40119332075119,0.573758780956268,0.406573742628098
1919,31,New Jersey,0.183307483792305,0.437443345785141,0.628721714019775,0.538810133934021
1919,32,New Mexico,0.0940448269248009,0.318574041128159,0.466212064027786,0.234752386808395
1919,33,New York,0.295425742864609,0.5652174949646,0.865127921104431,0.946353375911713
1919,34,North Carolina,0.17729152739048,0.435484737157822,0.635912537574768,0.508231103420258
1919,35,North Dakota,0.0762119218707085,0.297037065029144,0.405725568532944,0.173237234354019
1919,36,Ohio,0.187806278467178,0.446834087371826,0.653476059436798,0.54440975189209
1919,37,Oklahoma,0.144416779279709,0.3928202688694,0.559004485607147,0.403153747320175
1919,38,Oregon,0.162395715713501,0.419101178646088,0.601184964179993,0.462447226047516
1919,39,Pennsylvania,0.217680886387825,0.474481046199799,0.701140880584717,0.678837478160858
1919,40,Rhode Island,0.251372069120407,0.516762435436249,0.777627944946289,0.776842176914215
1919,41,South Carolina,0.121458813548088,0.366627275943756,0.518586218357086,0.308077663183212
